query_id,query_term,uid,pmcid,pmid,doi,year,pubdate,title,journal_abbrev,journal_full,first_author,pmclivedate,pmc_url,ncbi_pmc_url,pdf_url,ncbi_total_count
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",11175891,PMC11175891,38875369,10.1097/MD.0000000000038263,2024,2024 Jun 14,Clinical efficacy of scalp electroacupuncture combined with rehabilitation training for aphasia after head injury and its effect on patients’ language function and quality of life: An observational study,Medicine (Baltimore),Medicine,Li L,2024/06/14,https://pmc.ncbi.nlm.nih.gov/articles/PMC11175891/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11175891/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11175891/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",11282377,PMC11282377,38876946,10.1016/j.jaim.2024.100911,2024,2024 Jun 13,Assessing effects of Cannabis on various neuropathologies: A systematic review,J Ayurveda Integr Med,Journal of Ayurveda and Integrative Medicine,Pathak S,2024/07/27,https://pmc.ncbi.nlm.nih.gov/articles/PMC11282377/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11282377/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11282377/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",11231991,PMC11231991,38870010,10.1016/j.celrep.2024.114355,2024,2024 Jun 13,"Lesions to the mediodorsal thalamus, but not orbitofrontal cortex, enhance volatility beliefs linked to paranoia",Cell Rep,Cell reports,Suthaharan P,2024/07/09,https://pmc.ncbi.nlm.nih.gov/articles/PMC11231991/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11231991/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11231991/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",11175425,PMC11175425,38870211,10.1371/journal.pone.0305266,2024,2024 Jun 13,Technology-based group exercise interventions for people living with dementia or mild cognitive impairment: A scoping review,PLoS One,PLOS ONE,Hung L,2024/06/13,https://pmc.ncbi.nlm.nih.gov/articles/PMC11175425/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11175425/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11175425/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",11253227,PMC11253227,39021984,10.1016/j.heliyon.2024.e32877,2024,2024 Jun 12,Validity and reliability of the Italian version of the short Parkinson's evaluation scale (SPES/SCOPA),Heliyon,Heliyon,Pisaltu SR,2024/07/17,https://pmc.ncbi.nlm.nih.gov/articles/PMC11253227/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11253227/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11253227/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",11246181,PMC11246181,39006586,10.7759/cureus.62265,2024,2024 Jun 12,Uses of Fecal Microbiota Transplantation in Neurodegenerative Disease: A Scoping Review,Cureus,Cureus,Sanzone J,2024/07/13,https://pmc.ncbi.nlm.nih.gov/articles/PMC11246181/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11246181/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11246181/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",11199739,PMC11199739,38933659,10.3389/fresc.2024.1394110,2024,2024 Jun 12,Hypotussic cough in persons with dysphagia: biobehavioral interventions and pathways to clinical implementation,Front Rehabil Sci,Frontiers in Rehabilitation Sciences,Dallal-York J,2024/06/26,https://pmc.ncbi.nlm.nih.gov/articles/PMC11199739/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11199739/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11199739/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",11200963,PMC11200963,38927497,10.3390/biomedicines12061290,2024,2024 Jun 11,Does Transcranial Direct Current Stimulation Affect Potential P300-Related Events in Vascular Dementia? Considerations from a Pilot Study,Biomedicines,Biomedicines,Gangemi A,2024/06/27,https://pmc.ncbi.nlm.nih.gov/articles/PMC11200963/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11200963/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11200963/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",11295165,PMC11295165,38853763,10.1111/ene.16374,2024,2024 Jun 10,Association of APOE genotype and cerebrospinal fluid Aβ and tau biomarkers with cognitive and motor phenotype in amyotrophic lateral sclerosis,Eur J Neurol,European Journal of Neurology,Maranzano A,2024/08/03,https://pmc.ncbi.nlm.nih.gov/articles/PMC11295165/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11295165/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11295165/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",11226245,PMC11226245,38974422,10.1055/s-0043-1771319,2024,2024 Jun 10,A Patient with Multiple System Atrophy-Parkinsonian Type Presenting with Progressive Micrographia,Asian J Neurosurg,Asian Journal of Neurosurgery,Onder H,2024/07/06,https://pmc.ncbi.nlm.nih.gov/articles/PMC11226245/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11226245/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11226245/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",11194438,PMC11194438,38915346,10.3389/fnagi.2024.1350239,2024,2024 Jun 10,Reduced GLP-1R availability in the caudate nucleus with Alzheimer’s disease,Front Aging Neurosci,Frontiers in Aging Neuroscience,Barrett E,2024/06/24,https://pmc.ncbi.nlm.nih.gov/articles/PMC11194438/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11194438/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11194438/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",11259940,PMC11259940,38851890,10.1016/j.xhgg.2024.100317,2024,2024 Jun 8,Genetic analyses of inflammatory polyneuropathy and chronic inflammatory demyelinating polyradiculoneuropathy identified candidate genes,HGG Adv,Human Genetics and Genomics Advances,Du Z,2024/07/20,https://pmc.ncbi.nlm.nih.gov/articles/PMC11259940/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11259940/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11259940/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",11392967,PMC11392967,38847843,10.1007/s00405-024-08719-5,2024,2024 Jun 7,Do people with cognitive impairment benefit from cochlear implants? A scoping review,Eur Arch Otorhinolaryngol,European Archives of Oto-Rhino-Laryngology,Dawes P,2024/09/14,https://pmc.ncbi.nlm.nih.gov/articles/PMC11392967/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11392967/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11392967/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",11209650,PMC11209650,38821873,10.1523/ENEURO.0108-24.2024,2024,2024 Jun 7,Early-Stage Alzheimer's Disease Affects Fast But Not Slow Adaptive Processes in Motor Learning,eNeuro,eNeuro,Sutter K,2024/06/27,https://pmc.ncbi.nlm.nih.gov/articles/PMC11209650/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11209650/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11209650/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",11204270,PMC11204270,38928000,10.3390/ijms25126295,2024,2024 Jun 7,"Tau, Glial Fibrillary Acidic Protein, and Neurofilament Light Chain as Brain Protein Biomarkers in Cerebrospinal Fluid and Blood for Diagnosis of Neurobiological Diseases",Int J Mol Sci,International Journal of Molecular Sciences,Park Y,2024/06/26,https://pmc.ncbi.nlm.nih.gov/articles/PMC11204270/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11204270/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11204270/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",11157747,PMC11157747,38849735,10.1186/s12877-024-04988-1,2024,2024 Jun 7,‘Talking lines’: the stories of diagnosis and support as told by those with lived experience of rare forms of dementia,BMC Geriatr,BMC Geriatrics,Rossi-Harries S,2024/06/07,https://pmc.ncbi.nlm.nih.gov/articles/PMC11157747/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11157747/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11157747/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",11192976,PMC11192976,38911510,10.1016/j.ensci.2024.100508,2024,2024 Jun 6,A decade with anomic primary progressive aphasia,eNeurologicalSci,eNeurologicalSci,Ota S,2024/06/22,https://pmc.ncbi.nlm.nih.gov/articles/PMC11192976/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11192976/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11192976/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",11157808,PMC11157808,38845026,10.1186/s12974-024-03139-y,2024,2024 Jun 6,Contribution of CNS and extra-CNS infections to neurodegeneration: a narrative review,J Neuroinflammation,Journal of Neuroinflammation,Kettunen P,2024/06/07,https://pmc.ncbi.nlm.nih.gov/articles/PMC11157808/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11157808/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11157808/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",11188367,PMC11188367,38903602,10.3389/fnins.2024.1422912,2024,2024 Jun 5,The role of statins in amyotrophic lateral sclerosis: protective or not?,Front Neurosci,Frontiers in Neuroscience,Al-kuraishy HM,2024/06/20,https://pmc.ncbi.nlm.nih.gov/articles/PMC11188367/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11188367/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11188367/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",11227628,PMC11227628,38975443,10.7759/cureus.61645,2024,2024 Jun 4,Adult-Onset Neuropsychiatric Symptoms as the Presenting Feature of Xeroderma Pigmentosum Group G: A Report of a Rare Case,Cureus,Cureus,Saluja A,2024/07/07,https://pmc.ncbi.nlm.nih.gov/articles/PMC11227628/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11227628/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11227628/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",11185750,PMC11185750,38895362,10.1101/2024.06.03.597211,2024,2024 Jun 4,APOE Christchurch enhances a disease-associated microglial response to plaque but suppresses response to tau pathology,bioRxiv,bioRxiv,Tran KM,2024/06/19,https://pmc.ncbi.nlm.nih.gov/articles/PMC11185750/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11185750/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11185750/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",11152643,PMC11152643,38841627,10.1212/NXG.0000000000200160,2024,2024 Jun 4,TARDBP Mutations in Facial-Onset Sensory and Motor Neuronopathy,Neurol Genet,Neurology: Genetics,Picher-Martel V,2024/06/05,https://pmc.ncbi.nlm.nih.gov/articles/PMC11152643/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11152643/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11152643/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",11185524,PMC11185524,38895368,10.1101/2024.06.03.596890,2024,2024 Jun 3,Chemical signatures delineate heterogeneous amyloid plaque populations across the Alzheimer’s disease spectrum,bioRxiv,bioRxiv,Koutarapu S,2024/06/19,https://pmc.ncbi.nlm.nih.gov/articles/PMC11185524/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11185524/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11185524/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",11149448,PMC11149448,38835997,10.1177/11795735241258435,2024,2024 Jun 3,"Long-term, home-based transcranial direct current stimulation coupled with computerized cognitive training in frontotemporal dementia: A case report",J Cent Nerv Syst Dis,Journal of Central Nervous System Disease,Tippett DC,2024/06/04,https://pmc.ncbi.nlm.nih.gov/articles/PMC11149448/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11149448/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11149448/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",11247678,PMC11247678,38824433,10.1002/alz.13904,2024,2024 Jun 2,The presenilin 1 mutation P436S causes familial Alzheimer's disease with elevated Aβ43 and atypical clinical manifestations,Alzheimers Dement,Alzheimer's & Dementia,Arber C,2024/07/16,https://pmc.ncbi.nlm.nih.gov/articles/PMC11247678/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11247678/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11247678/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",11205363,PMC11205363,38929542,10.3390/medicina60060925,2024,2024 Jun 1,Effect of Treatment of the Cholinergic Precursor Choline Alphoscerate in Mild Cognitive Dysfunction: A Randomized Controlled Trial,Medicina (Kaunas),Medicina,Carotenuto A,2024/06/27,https://pmc.ncbi.nlm.nih.gov/articles/PMC11205363/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11205363/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11205363/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",11143646,PMC11143646,38824585,10.1186/s13643-024-02554-9,2024,2024 Jun 1,Biomarkers for personalised prevention of chronic diseases: a common protocol for three rapid scoping reviews,Syst Rev,Systematic Reviews,Plans-Beriso E,2024/06/01,https://pmc.ncbi.nlm.nih.gov/articles/PMC11143646/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11143646/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11143646/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",11244740,PMC11244740,38820488,10.1212/WNL.0000000000209449,2024,2024 May 31,Long-Term Epidural Patching Outcomes and Predictors of Benefit in Patients With Suspected CSF Leak Nonconforming to ICHD-3 Criteria,Neurology,Neurology,Carroll I,2024/07/12,https://pmc.ncbi.nlm.nih.gov/articles/PMC11244740/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11244740/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11244740/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",11166176,PMC11166176,38863576,10.1093/braincomms/fcae189,2024,2024 May 31,"The PREVENT dementia programme: baseline demographic, lifestyle, imaging and cognitive data from a midlife cohort study investigating risk factors for dementia",Brain Commun,Brain Communications,Ritchie CW,2024/06/11,https://pmc.ncbi.nlm.nih.gov/articles/PMC11166176/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166176/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11166176/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",11202845,PMC11202845,38920997,10.3390/cimb46060325,2024,2024 May 29,Molecular Mechanisms in the Design of Novel Targeted Therapies for Neurodegenerative Diseases,Curr Issues Mol Biol,Current Issues in Molecular Biology,Nowak I,2024/06/27,https://pmc.ncbi.nlm.nih.gov/articles/PMC11202845/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11202845/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11202845/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",11138100,PMC11138100,38811997,10.1186/s40035-024-00416-x,2024,2024 May 29,"Variability in SOD1-associated amyotrophic lateral sclerosis: geographic patterns, clinical heterogeneity, molecular alterations, and therapeutic implications",Transl Neurodegener,Translational Neurodegeneration,Huang M,2024/05/30,https://pmc.ncbi.nlm.nih.gov/articles/PMC11138100/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11138100/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11138100/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",11233299,PMC11233299,38805053,10.1007/s00415-024-12455-5,2024,2024 May 28,Non-motor symptoms in patients with amyotrophic lateral sclerosis: current state and future directions,J Neurol,Journal of Neurology,Bjelica B,2024/07/11,https://pmc.ncbi.nlm.nih.gov/articles/PMC11233299/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11233299/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11233299/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",11191438,PMC11191438,38701150,10.3233/JAD-240122,2024,2024 May 28,Bodily and Visual-Cognitive Navigation Aids to Enhance Spatial Memory Recall in Mild Cognitive Impairment,J Alzheimers Dis,Journal of Alzheimer's Disease,Tuena C,2024/06/22,https://pmc.ncbi.nlm.nih.gov/articles/PMC11191438/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11191438/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11191438/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",11178986,PMC11178986,38881885,10.1016/j.ebr.2024.100681,2024,2024 May 28,An exploration of anomia rehabilitation in drug-resistant temporal lobe epilepsy,Epilepsy Behav Rep,Epilepsy & Behavior Reports,Sabadell V,2024/06/15,https://pmc.ncbi.nlm.nih.gov/articles/PMC11178986/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11178986/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11178986/pdf/,5356
